BATHRM,HF_BATHRM,AC,BEDRM,STORIES,PRICE,CNDTN,LANDAREA,FULLADDRESS,ASSESSMENT_NBHD,WARD,QUADRANT
2,1,Y,3,2,342000,Good,2700,1159 46TH PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,2,2,211000,Good,2700,1157 46TH PLACE SE,Fort Dupont Park,Ward 7,SE
3,1,Y,4,2,432500,Good,5274,1141 46TH PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,2,192000,Average,1697,3158 M PLACE SE,Hillcrest,Ward 7,SE
2,0,N,3,2,465000,Average,5250,3944 PENNSYLVANIA AVENUE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,260249,Average,2875,3907 S STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,386000,Good,2875,3909 S STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,4,1,200000,Good,5098,319 BURNS STREET SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,250000,Average,2432,4341 CHAPLIN STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,330000,Good,4199,507 HILLTOP TERRACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,2,275000,Average,2372,1653 FORT DUPONT STREET SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,215000,Average,2372,1657 FORT DUPONT STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,242005,Average,1938,3967 ALABAMA AVENUE SE,Fort Dupont Park,Ward 7,SE
2,1,Y,3,2,340000,Good,1975,3811 BAY LANE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,2,210700,Average,3903,527 HILLTOP TERRACE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,275000,Average,2479,4302 F STREET SE,Fort Dupont Park,Ward 7,SE
3,1,Y,4,2,599000,Very Good,4221,804 30TH STREET SE,Hillcrest,Ward 7,SE
2,1,Y,4,2,399999,Good,2316,3325 CROFFUT PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,N,3,2,130000,Average,1689,3342 C STREET SE,Fort Dupont Park,Ward 7,SE
3,1,Y,4,2,540000,Very Good,1741,1724 16TH STREET SE,Anacostia,Ward 8,SE
1,0,Y,2,2,303500,Good,1949,369 CHAPLIN STREET SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,363750,Average,1845,57 47TH STREET SE,Marshall Heights,Ward 7,SE
1,1,N,2,2,275000,Average,1746,2944 M STREET SE,Hillcrest,Ward 7,SE
2,0,Y,3,2,180000,Average,2907,4631 HILLSIDE ROAD SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,375000,Good,3387,1540 42ND STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,300000,Good,1212,4278 SOUTHERN AVENUE SE,Fort Dupont Park,Ward 7,SE
2,1,Y,3,2,365000,Good,1600,4256 SOUTHERN AVENUE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,180000,Good,1600,4252 SOUTHERN AVENUE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,235500,Good,2033,302 BURBANK STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,356000,Good,2376,4347 C STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,362800,Good,2281,1517 41ST STREET SE,Fort Dupont Park,Ward 7,SE
1,0,Y,2,1,255000,Average,5225,1219 CHAPLIN STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,4,1,285000,Average,6940,1200 CHAPLIN STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,2,2,279000,Average,3028,842 51ST STREET SE,Marshall Heights,Ward 7,SE
1,0,Y,3,2,433995,Good,2750,4649 H STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,365000,Good,2090,3321 DUBOIS PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,90000,Average,2090,3347 DUBOIS PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,2,2,265000,Average,1899,2915 M STREET SE,Hillcrest,Ward 7,SE
1,0,Y,3,2,320000,Good,1909,4612 A STREET SE,Marshall Heights,Ward 7,SE
2,0,Y,3,2,345000,Average,5225,4644 EASY PLACE SE,Fort Dupont Park,Ward 7,SE
2,2,Y,3,2,239000,Good,5225,4640 EASY PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,N,4,2,235000,Average,5225,4624 EASY PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,4,2,430000,Average,5225,4620 EASY PLACE SE,Fort Dupont Park,Ward 7,SE
3,0,Y,3,2,430000,Good,4950,1137 44TH PLACE SE,Fort Dupont Park,Ward 7,SE
3,1,Y,5,2,579900,Good,5700,4515 ALABAMA AVENUE SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,190000,Average,3234,1175 46TH PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,2,290000,Average,6948,1167 46TH PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,2,250000,Average,1600,4247 FORT DUPONT TERRACE SE,Fort Dupont Park,Ward 7,SE
3,1,Y,4,2,515000,Good,5512,4448 ALABAMA AVENUE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,2,2,358000,Good,1354,1503 FORT DAVIS STREET SE,Fort Dupont Park,Ward 7,SE
3,0,Y,4,2,387500,Good,1990,2314 PARK PLACE SE,Randle Heights,Ward 8,SE
2,0,N,3,2,320000,Average,1301,1605 MINNESOTA AVENUE SE,Randle Heights,Ward 8,SE
3,1,Y,4,2,560000,Very Good,5009,3036 N STREET SE,Hillcrest,Ward 7,SE
2,0,Y,2,2,192000,Average,1425,206 34TH STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,303000,Good,2171,3423 B STREET SE,Fort Dupont Park,Ward 7,SE
3,0,Y,3,2,385000,Good,2171,3436 CROFFUT PLACE SE,Fort Dupont Park,Ward 7,SE
2,1,Y,4,2,426000,Good,4731,4028 ELY PLACE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,211000,Average,3006,4022 ELY PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,205000,Average,4731,4016 ELY PLACE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,300000,Good,1679,316 CAPE DRIVE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,382000,Average,2376,4043 ELY PLACE SE,Fort Dupont Park,Ward 7,SE
2,2,Y,3,2,485000,Average,4741,1515 38TH STREET SE,Hillcrest,Ward 7,SE
3,0,Y,3,2,529000,Very Good,1800,1328 29TH STREET SE,Hillcrest,Ward 7,SE
2,0,Y,3,2,368000,Good,2319,1609 FORT DUPONT STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,4,2,310000,Good,2477,612 CHAPLIN STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,221000,Average,3456,4346 CHAPLIN STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,4,2,360000,Average,2085,4012 ALABAMA AVENUE SE,Fort Dupont Park,Ward 7,SE
1,0,N,3,2,310000,Average,2750,2303 MINNESOTA AVENUE SE,Randle Heights,Ward 8,SE
1,1,N,3,2,425000,Average,1888,1523 WHITE PLACE SE,Randle Heights,Ward 8,SE
2,0,Y,3,2,455000,Good,1986,1503 19TH STREET SE,Anacostia,Ward 8,SE
2,0,Y,4,2,390000,Good,2106,1639 FORT DAVIS STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,275000,Average,1554,3416 CROFFUT PLACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,1,85000,Average,11557,3227 O STREET SE,Hillcrest,Ward 7,SE
1,0,N,3,1,225000,Average,4481,3620 SUITLAND ROAD SE,Hillcrest,Ward 7,SE
3,0,Y,4,2,595000,Good,10860,3319 NASH PLACE SE,Hillcrest,Ward 7,SE
2,1,Y,3,1,475000,Average,5355,3249 POPE STREET SE,Hillcrest,Ward 7,SE
2,0,N,3,2,140000,Average,1476,1905 NAYLOR ROAD SE,Anacostia,Ward 8,SE
2,0,N,3,2,290000,Average,1570,1913 NAYLOR ROAD SE,Anacostia,Ward 8,SE
1,0,N,3,2,286000,Average,2850,1916 T STREET SE,Randle Heights,Ward 8,SE
1,0,N,3,2,265000,Average,7800,2200 30TH STREET SE,Hillcrest,Ward 7,SE
2,0,N,3,2,245500,Average,2040,2727 N STREET SE,Hillcrest,Ward 7,SE
2,0,N,3,2,193572,Fair,1741,1718 16TH STREET SE,Anacostia,Ward 8,SE
1,2,Y,3,2,229600,Average,1833,4343 GORMAN TERRACE SE,Fort Dupont Park,Ward 7,SE
1,0,N,2,2,220000,Average,1764,4339 GORMAN TERRACE SE,Fort Dupont Park,Ward 7,SE
1,0,Y,2,2,250000,Average,1750,1524 19TH STREET SE,Anacostia,Ward 8,SE
2,1,Y,3,2,355000,Good,2864,4313 GORMAN TERRACE SE,Fort Dupont Park,Ward 7,SE
1,1,Y,2,2,358000,Average,2997,4311 GORMAN TERRACE SE,Fort Dupont Park,Ward 7,SE
3,0,Y,3,2,437500,Good,6127,4304 GORMAN TERRACE SE,Fort Dupont Park,Ward 7,SE
3,0,Y,3,1,580000,Good,7178,3454 NASH PLACE SE,Hillcrest,Ward 7,SE
2,1,Y,3,1,382000,Average,7500,1300 34TH STREET SE,Hillcrest,Ward 7,SE
1,1,N,2,2,240000,Average,1111,1634 RIDGE PLACE SE,Anacostia,Ward 8,SE
1,0,Y,2,2,165000,Average,1003,3102 LYNDALE PLACE SE,Hillcrest,Ward 7,SE
3,0,Y,4,2,395500,Good,2493,3315 B STREET SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,225000,Average,1689,3330 CROFFUT PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,3,2,175000,Average,1689,3324 CROFFUT PLACE SE,Fort Dupont Park,Ward 7,SE
2,0,Y,2,2,120000,Average,4241,4445 TEXAS AVENUE SE,Fort Dupont Park,Ward 7,SE
2,0,N,3,2,206000,Average,2488,1541 25TH STREET SE,Randle Heights,Ward 8,SE
1,1,N,2,2,300000,Average,1922,606 BURNS STREET SE,Fort Dupont Park,Ward 7,SE
2,1,N,3,2,384460,Average,4852,4001 MASSACHUSETTS AVENUE SE,Fort Dupont Park,Ward 7,SE
3,0,N,3,2,285000,Average,2253,2622 MINNESOTA AVENUE SE,Hillcrest,Ward 7,SE
1,1,N,4,2,412500,Average,2880,2402 L'ENFANT SQUARE SE,Hillcrest,Ward 7,SE
1,0,N,3,2,382500,Average,4320,2507 BURNS STREET SE,Hillcrest,Ward 7,SE
1,0,N,1,2,382500,Average,8640,2505 BURNS STREET SE,Hillcrest,Ward 7,SE
1,0,N,3,2,250000,Average,4500,2232 NICHOLSON STREET SE,Anacostia,Ward 7,SE
1,1,Y,2,2,165000,Average,3377,1821 T PLACE SE,Randle Heights,Ward 8,SE
1,1,Y,3,1,260000,Average,5603,4208 HILLSIDE ROAD SE,Fort Dupont Park,Ward 7,SE
1,0,Y,3,2,123500,Average,1966,2549 ALABAMA AVENUE SE,Randle Heights,Ward 8,SE
2,0,Y,4,2,512000,Good,1666,1828 18TH STREET SE,Randle Heights,Ward 8,SE
3,0,Y,3,2,165000,Average,1476,1402 18TH PLACE SE,Anacostia,Ward 8,SE
5,0,Y,5,2,635000,Good,2583,1702 28TH STREET SE,Hillcrest,Ward 7,SE
3,0,Y,3,1,672972,Average,9650,2524 BRANCH AVENUE SE,Hillcrest,Ward 7,SE
2,1,Y,3,2,500000,Very Good,1667,1603 19TH STREET SE,Anacostia,Ward 8,SE
1,1,N,3,2,350000,Average,2550,3930 S STREET SE,Fort Dupont Park,Ward 7,SE
1,0,Y,2,2,255000,Good,1395,1354 DEXTER PLACE SE,Anacostia,Ward 8,SE
1,0,N,3,2,251200,Average,2473,1377 MORRIS ROAD SE,Anacostia,Ward 8,SE
1,0,N,1,1,109000,Fair,2388,3105 22ND STREET SE,Randle Heights,Ward 8,SE
2,1,Y,3,2,580000,Very Good,3211,2242 MOUNT VIEW PLACE SE,Anacostia,Ward 8,SE
2,0,Y,3,2,505000,Good,2705,1398 MORRIS ROAD SE,Anacostia,Ward 8,SE
2,1,Y,3,2,440000,Good,2628,1322 MORRIS ROAD SE,Anacostia,Ward 8,SE
2,1,Y,3,2,370000,Good,2485,2718 MINNESOTA AVENUE SE,Hillcrest,Ward 7,SE
2,1,Y,3,2,250000,Good,8335,2927 HILLCREST DRIVE SE,Hillcrest,Ward 7,SE
1,0,Y,3,1,425000,Average,3708,1516 S STREET SE,Anacostia,Ward 8,SE
1,1,N,3,2,375000,Average,4781,2330 R STREET SE,Randle Heights,Ward 8,SE
2,1,Y,3,2,382000,Good,2949,1740 40TH STREET SE,Fort Dupont Park,Ward 7,SE
1,1,Y,3,2,382500,Average,5375,3209 POPE STREET SE,Hillcrest,Ward 7,SE
1,0,Y,3,2,220000,Fair,4500,1429 22ND STREET SE,Anacostia,Ward 8,SE
1,1,Y,2,2,345000,Very Good,2250,1437 22ND STREET SE,Anacostia,Ward 8,SE
1,0,Y,2,2,200000,Average,2250,1435 22ND STREET SE,Anacostia,Ward 8,SE
1,0,Y,2,2,260000,Good,1476,1431 19TH STREET SE,Anacostia,Ward 8,SE
2,1,Y,3,2,440000,Average,2680,2708 MINNESOTA AVENUE SE,Hillcrest,Ward 7,SE
2,1,N,3,2,413063,Average,2535,2704 MINNESOTA AVENUE SE,Hillcrest,Ward 7,SE
2,0,N,3,2,222000,Average,1595,1726 R STREET SE,Anacostia,Ward 8,SE
1,1,Y,2,2,201000,Very Good,1717,1617 Q STREET SE,Anacostia,Ward 8,SE
3,0,Y,3,2,575000,Good,5573,1432 35TH STREET SE,Hillcrest,Ward 7,SE
2,0,N,4,2,331500,Average,2240,2803 BUENA VISTA TERRACE SE,Randle Heights,Ward 8,SE
1,2,Y,3,2,410000,Average,5121,1344 30TH STREET SE,Hillcrest,Ward 7,SE
1,0,N,3,2,229590,Fair,12473,1258 TALBERT STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,2,445000,Good,2985,1779 W STREET SE,Anacostia,Ward 8,SE
4,1,Y,5,2,501000,Very Good,2400,1614 GALEN STREET SE,Anacostia,Ward 8,SE
3,1,Y,5,2,490000,Very Good,4375,2262 HIGH STREET SE,Anacostia,Ward 8,SE
1,0,Y,3,2,225000,Average,2755,2219 U PLACE SE,Randle Heights,Ward 8,SE
1,0,N,3,2,215000,Average,3679,1719 FRANKFORD STREET SE,Randle Heights,Ward 8,SE
2,2,Y,3,2,479000,Excellent,2850,1706 GAINESVILLE STREET SE,Randle Heights,Ward 8,SE
3,0,Y,3,2,285000,Good,2353,1737 STANTON TERRACE SE,Randle Heights,Ward 8,SE
2,1,Y,3,2,355000,Good,1767,1832 WEBSTER PLACE SE,Randle Heights,Ward 8,SE
2,0,Y,3,2,235000,Average,1332,2545 18TH STREET SE,Randle Heights,Ward 8,SE
3,1,Y,3,3,351750,Very Good,3883,1435 SHIPPEN LANE SE,Randle Heights,Ward 8,SE
3,1,Y,4,3,357000,Very Good,1641,1407 SHIPPEN LANE SE,Randle Heights,Ward 8,SE
3,1,Y,4,3,358500,Very Good,2773,1405 SHIPPEN LANE SE,Randle Heights,Ward 8,SE
1,0,N,3,2,167000,Fair,2039,2418 SOUTHERN AVENUE SE,Randle Heights,Ward 8,SE
1,0,Y,2,2,226000,Average,2012,3436 24TH STREET SE,Randle Heights,Ward 8,SE
1,0,Y,3,2,503250,Good,1943,1255 U STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,2,462900,Good,3200,1741 W STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,2,464000,Good,3200,1743 W STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,2,462900,Good,3200,1745 W STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,2,468000,Good,3200,1747 W STREET SE,Anacostia,Ward 8,SE
1,1,Y,2,2,327500,Very Good,956,1326 DEXTER TERRACE SE,Anacostia,Ward 8,SE
2,0,Y,3,1,200000,Good,6234,1763 W STREET SE,Anacostia,Ward 8,SE
2,0,Y,2,3,442500,Very Good,1200,2248 MOUNT VIEW PLACE SE,Anacostia,Ward 8,SE
3,0,Y,4,1,460000,Good,7311,3601 CAMDEN STREET SE,Hillcrest,Ward 7,SE
1,0,Y,4,1,356250,Average,8250,3619 AUSTIN STREET SE,Hillcrest,Ward 7,SE
1,0,N,2,1,265000,Average,2301,2633 WADE ROAD SE,Barry Farms,Ward 8,SE
1,0,N,2,2,224268,Average,1530,1902 GOOD HOPE ROAD SE,Randle Heights,Ward 8,SE
1,3,N,3,2,376000,Average,4523,3719 BANGOR STREET SE,Hillcrest,Ward 7,SE
3,0,Y,4,1,495000,Good,7814,3605 BANGOR STREET SE,Hillcrest,Ward 7,SE
1,0,N,3,2,175000,Average,2012,3433 25TH STREET SE,Randle Heights,Ward 8,SE
1,1,N,3,2,359900,Average,2567,3447 25TH STREET SE,Randle Heights,Ward 8,SE
3,2,Y,3,3,452430,Excellent,2850,1601 FRANKFORD STREET SE,Randle Heights,Ward 8,SE
2,2,Y,3,3,467650,Excellent,2850,1603 FRANKFORD STREET SE,Randle Heights,Ward 8,SE
2,2,Y,3,2,459900,Excellent,2850,1605 FRANKFORD STREET SE,Randle Heights,Ward 8,SE
2,0,Y,3,2,357250,Good,2762,2428 18TH STREET SE,Randle Heights,Ward 8,SE
1,1,Y,3,2,250000,Average,2762,2422 18TH STREET SE,Randle Heights,Ward 8,SE
1,0,Y,3,2,316818,Average,2762,2420 18TH STREET SE,Randle Heights,Ward 8,SE
1,0,N,2,2,275000,Average,1840,1480 CONGRESS PLACE SE,Randle Heights,Ward 8,SE
1,1,Y,3,2,355050,Average,7347,2807 BRANCH AVENUE SE,Hillcrest,Ward 7,SE
1,0,N,0,2,225000,Average,2928,1606 U STREET SE,Anacostia,Ward 8,SE
2,1,Y,3,2,440000,Very Good,2928,1604 U STREET SE,Anacostia,Ward 8,SE
1,1,Y,3,2,380000,Very Good,1543,2316 GREEN STREET SE,Anacostia,Ward 8,SE
1,0,N,2,1,325000,Average,6928,3130 ALABAMA AVENUE SE,Hillcrest,Ward 7,SE
2,0,Y,4,1,564900,Good,6645,3723 BANGOR STREET SE,Hillcrest,Ward 7,SE
1,0,Y,3,2,316750,Very Good,2845,1215 MORRIS ROAD SE,Anacostia,Ward 8,SE
1,0,Y,2,2,187000,Average,1141,2208 IRVING STREET SE,Randle Heights,Ward 8,SE
1,0,N,3,2,170000,Average,2115,2204 IRVING STREET SE,Randle Heights,Ward 8,SE
1,0,N,3,2,292000,Average,4252,1334 VALLEY PLACE SE,Anacostia,Ward 8,SE
1,1,Y,3,2,278400,Average,2945,2216 U PLACE SE,Randle Heights,Ward 8,SE
1,0,N,2,2,310000,Average,3230,2201 T PLACE SE,Randle Heights,Ward 8,SE
2,2,Y,3,2,320000,Good,3806,2712 KNOX STREET SE,Randle Heights,Ward 8,SE
2,1,Y,3,2,189040,Good,2238,1836 FREDERICK DOUGLASS PLACE SE,Randle Heights,Ward 8,SE
2,0,N,4,2,250000,Average,2168,2429 18TH PLACE SE,Randle Heights,Ward 8,SE
1,0,Y,2,2,248000,Good,3271,1824 GAINESVILLE STREET SE,Randle Heights,Ward 8,SE
1,1,N,3,2,170000,Average,2868,1821 MORRIS ROAD SE,Randle Heights,Ward 8,SE
2,2,Y,3,2,277500,Good,3965,2810 JASPER STREET SE,Randle Heights,Ward 8,SE
5,0,Y,4,2,470715,Good,6447,2119 BRANCH AVENUE SE,Hillcrest,Ward 7,SE
2,0,Y,4,2,399999,Very Good,3200,1705 W STREET SE,Anacostia,Ward 8,SE
1,0,N,3,2,285000,Average,2422,1816 24TH PLACE SE,Randle Heights,Ward 8,SE
1,0,Y,2,2,257500,Very Good,1820,1436 V STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,3,238000,Average,2340,1347 MORRIS ROAD SE,Anacostia,Ward 8,SE
4,0,Y,4,1,647000,Good,4725,3110 V PLACE SE,Hillcrest,Ward 7,SE
1,1,N,3,2,250000,Average,5000,910 SAVANNAH STREET SE,Congress Heights,Ward 8,SE
1,0,N,2,2,315000,Average,1968,2329 14TH PLACE SE,Barry Farms,Ward 8,SE
2,1,Y,3,2,240000,Good,2799,3400 19TH STREET SE,Randle Heights,Ward 8,SE
1,0,N,1,1,399900,Fair,2144,1920 17TH STREET SE,Randle Heights,Ward 8,SE
2,2,Y,3,2,243500,Average,2883,1034 SOUTHERN AVENUE SE,Congress Heights,Ward 8,SE
3,1,Y,4,2,375000,Very Good,2820,1028 SOUTHERN AVENUE SE,Congress Heights,Ward 8,SE
1,0,N,3,2,211670,Average,1008,2107 13TH STREET SE,Anacostia,Ward 8,SE
3,1,Y,4,2,276000,Good,1480,1920 TRENTON PLACE SE,Randle Heights,Ward 8,SE
1,1,Y,3,2,273000,Average,2084,2517 STANTON ROAD SE,Barry Farms,Ward 8,SE
1,0,N,3,2,299900,Average,5051,2624 MARTIN LUTHER KING JR AVENUE SE,Barry Farms,Ward 8,SE
1,1,Y,2,2,265000,Good,1448,1713 STANTON TERRACE SE,Randle Heights,Ward 8,SE
3,1,Y,3,3,465600,Very Good,3379,2469 ELVANS ROAD SE,Barry Farms,Ward 8,SE
3,1,Y,3,3,499900,Very Good,2886,2467 ELVANS ROAD SE,Barry Farms,Ward 8,SE
3,1,Y,3,3,449900,Very Good,2920,2465 ELVANS ROAD SE,Barry Farms,Ward 8,SE
3,1,Y,3,3,451400,Very Good,2989,2463 ELVANS ROAD SE,Barry Farms,Ward 8,SE
1,2,Y,4,2,395000,Average,3010,2424 SKYLAND PLACE SE,Randle Heights,Ward 8,SE
2,1,Y,3,2,267500,Good,1680,2011 TREMONT STREET SE,Randle Heights,Ward 8,SE
2,1,Y,3,2,520000,Good,2730,1633 U STREET SE,Anacostia,Ward 8,SE
1,0,N,3,2,345000,Average,1604,1130 CHICAGO STREET SE,Anacostia,Ward 8,SE
2,0,N,4,2,315000,Good,5000,808 ALABAMA AVENUE SE,Congress Heights,Ward 8,SE
2,1,Y,3,3,349999,Very Good,1706,3206 15TH PLACE SE,Randle Heights,Ward 8,SE
2,0,N,4,2,220000,Poor,6496,2110 16TH STREET SE,Anacostia,Ward 8,SE
1,1,N,2,2,171000,Average,1600,1477 MORRIS ROAD SE,Barry Farms,Ward 8,SE
1,0,Y,3,2,365500,Very Good,1792,1488 MORRIS ROAD SE,Barry Farms,Ward 8,SE
2,1,Y,4,2,275000,Good,2794,2216 HUNTER PLACE SE,Barry Farms,Ward 8,SE
3,1,Y,3,3,459900,Very Good,3641,2461 ELVANS ROAD SE,Barry Farms,Ward 8,SE
2,0,Y,3,2,310000,Good,1307,1100 BARNABY TERRACE SE,Congress Heights,Ward 8,SE
1,1,Y,3,2,266111,Good,2100,1236 SAVANNAH STREET SE,Congress Heights,Ward 8,SE
1,0,N,2,2,311537,Average,1024,1349 TALBERT TERRACE SE,Barry Farms,Ward 8,SE
1,0,Y,2,2,292500,Good,1514,1365 TALBERT TERRACE SE,Barry Farms,Ward 8,SE
1,0,N,3,1,120000,Poor,3942,2913 STANTON ROAD SE,Barry Farms,Ward 8,SE
2,0,Y,3,2,362146,Good,2502,1924 SAVANNAH PLACE SE,Randle Heights,Ward 8,SE
1,0,Y,3,2,285000,Average,1843,1216 SAVANNAH STREET SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,355000,Good,2093,1847 TUBMAN ROAD SE,Randle Heights,Ward 8,SE
1,2,Y,3,2,290000,Good,1980,2466 SKYLAND PLACE SE,Randle Heights,Ward 8,SE
1,1,Y,3,2,257000,Average,1817,2357 SKYLAND TERRACE SE,Randle Heights,Ward 8,SE
2,0,N,3,2,300000,Average,1499,1121 CHICAGO STREET SE,Anacostia,Ward 8,SE
1,0,Y,2,2,370000,Average,2502,1900 SAVANNAH PLACE SE,Randle Heights,Ward 8,SE
2,0,Y,3,2,176000,Good,1428,1371 BARNABY TERRACE SE,Congress Heights,Ward 8,SE
1,0,Y,3,2,250000,Average,1625,2316 SHANNON PLACE SE,Anacostia,Ward 8,SE
1,0,Y,3,2,490100,Very Good,2500,718 ALABAMA AVENUE SE,Congress Heights,Ward 8,SE
1,1,Y,3,2,300000,Good,1152,1132 BARNABY TERRACE SE,Congress Heights,Ward 8,SE
1,1,Y,2,2,160000,Average,1649,2321 15TH PLACE SE,Barry Farms,Ward 8,SE
1,0,N,3,2,225900,Average,2434,1480 BANGOR STREET SE,Anacostia,Ward 8,SE
1,0,N,2,2,90000,Average,1340,2435 15TH PLACE SE,Randle Heights,Ward 8,SE
3,1,Y,4,2,625000,Excellent,5433,1522 MISSISSIPPI AVENUE SE,Randle Heights,Ward 8,SE
1,0,Y,2,2,275000,Good,2595,1425 HOWARD ROAD SE,Randle Heights,Ward 8,SE
1,0,Y,3,2,282800,Average,2106,1938 SAVANNAH PLACE SE,Randle Heights,Ward 8,SE
1,0,N,3,2,212000,Average,2760,1524 W STREET SE,Anacostia,Ward 8,SE
2,0,Y,3,2,312500,Very Good,4626,4308 9TH STREET SE,Congress Heights,Ward 8,SE
1,1,N,2,2,375000,Average,1952,1442 W STREET SE,Anacostia,Ward 8,SE
1,0,N,2,2,276000,Average,1800,2320 14TH PLACE SE,Barry Farms,Ward 8,SE
2,1,Y,4,2,315000,Good,1260,1054 BARNABY TERRACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,250000,Excellent,1140,808 H R DRIVE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,345000,Excellent,1071,814 H R DRIVE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,359900,Excellent,1510,826 H R DRIVE SE,Congress Heights,Ward 8,SE
2,1,Y,2,1,412000,Very Good,4900,700 MISSISSIPPI AVENUE SE,Congress Heights,Ward 8,SE
1,0,Y,2,2,299900,Average,1120,1354 BARNABY TERRACE SE,Congress Heights,Ward 8,SE
1,1,N,3,2,153800,Average,2782,601 GALVESTON PLACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,369900,Very Good,1760,615 GALVESTON PLACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,290000,Good,2260,4614 6TH STREET SE,Congress Heights,Ward 8,SE
2,0,Y,4,1,185000,Very Good,4715,3927 1ST STREET SW,Congress Heights,Ward 8,SW
2,1,Y,4,2,349900,Good,1414,1212 BARNABY TERRACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,300000,Good,1925,3406 21ST STREET SE,Randle Heights,Ward 8,SE
1,0,N,2,2,195000,Average,2375,326 RALEIGH STREET SE,Congress Heights,Ward 8,SE
2,0,Y,2,2,275000,Average,2176,3484 23RD STREET SE,Randle Heights,Ward 8,SE
2,0,Y,4,2,217500,Good,1731,1239 SAVANNAH STREET SE,Congress Heights,Ward 8,SE
1,1,N,3,2,185500,Average,2500,554 FOXHALL PLACE SE,Congress Heights,Ward 8,SE
2,0,Y,4,2,352000,Very Good,3025,634 CHESAPEAKE STREET SE,Congress Heights,Ward 8,SE
2,0,Y,3,2,320000,Good,1799,3436 23RD STREET SE,Randle Heights,Ward 8,SE
3,1,Y,3,3,494900,Very Good,1980,437 WOODCREST DRIVE SE,Congress Heights,Ward 8,SE
3,1,Y,3,3,494900,Very Good,1980,435 WOODCREST DRIVE SE,Congress Heights,Ward 8,SE
1,0,N,2,2,165000,Average,3025,618 CHESAPEAKE STREET SE,Congress Heights,Ward 8,SE
1,2,Y,2,2,155000,Good,2445,3502 21ST STREET SE,Randle Heights,Ward 8,SE
2,0,Y,2,2,180000,Average,2500,500 FOXHALL PLACE SE,Congress Heights,Ward 8,SE
2,0,Y,3,2,250000,Very Good,2238,405 VALLEY AVENUE SE,Congress Heights,Ward 8,SE
