BATHRM,HF_BATHRM,AC,BEDRM,STORIES,PRICE,CNDTN,LANDAREA,FULLADDRESS,ASSESSMENT_NBHD,WARD,QUADRANT
3,1,Y,4,2,685000,Very Good,1298,1281 OWEN PLACE NE,Trinidad,Ward 5,NE
2,0,N,3,2,360000,Average,1613,1267 PENN STREET NE,Trinidad,Ward 5,NE
2,0,N,3,2,610000,Average,1072,1269 PENN STREET NE,Trinidad,Ward 5,NE
1,2,N,3,2,550000,Average,3135,1341 SHEPHERD STREET NE,Brookland,Ward 5,NE
1,0,Y,2,2,352000,Good,1152,1903 CAPITOL AVENUE NE,Brentwood,Ward 5,NE
1,1,N,3,2,750000,Average,3150,1505 NEAL STREET NE,Trinidad,Ward 5,NE
2,1,Y,3,2,411500,Average,1280,1344 DOWNING STREET NE,Brentwood,Ward 5,NE
1,1,Y,3,2,345000,Average,1439,1343 DOWNING STREET NE,Brentwood,Ward 5,NE
2,1,Y,3,2,544000,Good,1280,1332 DOWNING STREET NE,Brentwood,Ward 5,NE
1,0,N,3,2,380000,Average,1923,1130 MORSE STREET NE,Trinidad,Ward 5,NE
3,1,Y,4,3,589000,Good,1038,1127 HOLBROOK TERRACE NE,Trinidad,Ward 5,NE
1,0,N,4,2,715000,Average,1493,1513 WEST VIRGINIA AVENUE NE,Trinidad,Ward 5,NE
2,1,Y,3,2,555000,Very Good,3600,1835 KENDALL STREET NE,Brentwood,Ward 5,NE
2,1,Y,3,2,565100,Average,1923,1122 MORSE STREET NE,Trinidad,Ward 5,NE
1,1,Y,3,2,473000,Average,1360,2330 14TH STREET NE,Brentwood,Ward 5,NE
1,0,N,3,2,379879,Fair,1530,1609 WEST VIRGINIA AVENUE NE,Trinidad,Ward 5,NE
1,0,N,3,2,785000,Average,2513,1275 OATES STREET NE,Trinidad,Ward 5,NE
3,1,Y,4,2,925000,Very Good,2513,1283 OATES STREET NE,Trinidad,Ward 5,NE
1,1,N,4,2,151412,Average,3108,4307 12TH STREET NE,Brookland,Ward 5,NE
2,1,Y,4,2,770000,Average,1307,1210 OATES STREET NE,Trinidad,Ward 5,NE
2,0,Y,3,2,514500,Average,2536,1338 TAYLOR STREET NE,Brookland,Ward 5,NE
2,1,Y,3,2,580000,Good,2536,1334 TAYLOR STREET NE,Brookland,Ward 5,NE
2,0,N,3,2,598000,Average,1468,1418 TRINIDAD AVENUE NE,Trinidad,Ward 5,NE
1,0,N,3,2,870000,Good,2501,1156 MORSE STREET NE,Trinidad,Ward 5,NE
2,0,Y,3,2,539000,Good,1280,2225 13TH STREET NE,Brentwood,Ward 5,NE
2,2,N,2,1,789000,Good,5400,1504 LAWRENCE STREET NE,Brookland,Ward 5,NE
2,0,Y,3,2,660000,Average,1899,1272 PENN STREET NE,Trinidad,Ward 5,NE
3,1,Y,3,2,826000,Very Good,1828,1228 TRINIDAD AVENUE NE,Trinidad,Ward 5,NE
1,0,Y,2,2,399999,Good,780,1536 LEVIS STREET NE,Trinidad,Ward 5,NE
2,0,N,3,2,499000,Good,1280,2263 13TH STREET NE,Brentwood,Ward 5,NE
1,0,N,3,2,758200,Average,1395,1309 TRINIDAD AVENUE NE,Trinidad,Ward 5,NE
3,1,Y,4,2,740000,Good,3328,4216 12TH PLACE NE,Brookland,Ward 5,NE
3,1,Y,4,2,790000,Good,3328,4214 12TH PLACE NE,Brookland,Ward 5,NE
2,0,N,3,2,450000,Average,4579,1324 TAYLOR STREET NE,Brookland,Ward 5,NE
1,0,N,3,2,75000,Average,1468,1430 TRINIDAD AVENUE NE,Trinidad,Ward 5,NE
1,0,N,2,2,250000,Average,4635,2410 21ST PLACE NE,Woodridge,Ward 5,NE
1,0,N,3,2,243000,Average,2250,2510 22ND STREET NE,Woodridge,Ward 5,NE
4,1,Y,5,2,1200000,Very Good,4089,1416 OTIS STREET NE,Brookland,Ward 5,NE
2,0,Y,4,2,735000,Very Good,5706,1429 OTIS STREET NE,Brookland,Ward 5,NE
1,0,N,3,2,909000,Average,2795,1115 MORSE STREET NE,Trinidad,Ward 5,NE
1,1,Y,3,1,589000,Average,7486,1505 HAMLIN STREET NE,Brookland,Ward 5,NE
1,0,N,3,2,660000,Good,2832,1201 STAPLES STREET NE,Trinidad,Ward 5,NE
1,0,N,3,2,475000,Average,1595,1209 STAPLES STREET NE,Trinidad,Ward 5,NE
2,0,N,3,2,619000,Good,1595,1203 ORREN STREET NE,Trinidad,Ward 5,NE
1,1,Y,2,2,456000,Good,870,1936 CAPITOL AVENUE NE,Brentwood,Ward 5,NE
2,0,Y,3,2,580000,Average,1991,1417 WEST VIRGINIA AVENUE NE,Trinidad,Ward 5,NE
1,1,Y,3,2,640000,Good,1050,1316 FLORIDA AVENUE NE,Trinidad,Ward 5,NE
2,1,Y,3,2,710000,Very Good,2423,1259 MORSE STREET NE,Trinidad,Ward 5,NE
2,1,Y,3,2,560000,Good,4334,4748 EASTERN AVENUE NE,Michigan Park,Ward 5,NE
1,1,N,3,2,500000,Average,1764,1675 MONTELLO AVENUE NE,Trinidad,Ward 5,NE
2,0,N,2,2,440000,Average,3716,3123 18TH STREET NE,Woodridge,Ward 5,NE
2,0,N,3,2,399999,Average,1863,3125 18TH STREET NE,Woodridge,Ward 5,NE
1,0,N,2,2,345000,Average,1447,1734 MONTELLO AVENUE NE,Trinidad,Ward 5,NE
2,0,N,3,2,485000,Average,1430,1321 STAPLES STREET NE,Trinidad,Ward 5,NE
2,0,N,3,2,765000,Average,1415,1329 STAPLES STREET NE,Trinidad,Ward 5,NE
1,1,N,3,2,405000,Average,1487,1324 HOLBROOK STREET NE,Trinidad,Ward 5,NE
1,1,Y,3,2,660000,Good,927,1201 MORSE STREET NE,Trinidad,Ward 5,NE
1,0,N,3,2,390000,Good,3772,1513 CHANNING STREET NE,Woodridge,Ward 5,NE
2,1,Y,3,2,545500,Good,3772,1521 CHANNING STREET NE,Woodridge,Ward 5,NE
1,1,Y,3,2,200000,Average,4118,1533 CHANNING STREET NE,Woodridge,Ward 5,NE
3,1,Y,3,2,710000,Good,5000,1725 DOUGLAS STREET NE,Woodridge,Ward 5,NE
3,1,N,3,2,170563,Average,990,1212 FLORIDA AVENUE NE,Trinidad,Ward 5,NE
1,0,N,3,2,506230,Average,6750,1516 HAMLIN STREET NE,Brookland,Ward 5,NE
2,1,Y,3,2,760000,Very Good,5060,3001 15TH STREET NE,Brookland,Ward 5,NE
2,1,Y,3,2,350000,Average,4200,4505 17TH STREET NE,Michigan Park,Ward 5,NE
1,1,Y,3,2,775000,Good,1650,1115 ORREN STREET NE,Trinidad,Ward 5,NE
2,1,Y,2,2,510000,Very Good,1200,1257 16TH STREET NE,Trinidad,Ward 5,NE
1,0,Y,2,2,660000,Average,1020,1627 MONTELLO AVENUE NE,Trinidad,Ward 5,NE
1,1,N,3,2,399999,Average,1524,1720 MONTELLO AVENUE NE,Trinidad,Ward 5,NE
3,1,Y,4,2,675000,Very Good,4908,1632 MICHIGAN AVENUE NE,Michigan Park,Ward 5,NE
2,1,Y,3,2,695000,Good,4000,3805 17TH PLACE NE,Brookland,Ward 5,NE
3,1,Y,3,2,710000,Good,4000,3813 17TH PLACE NE,Brookland,Ward 5,NE
1,0,Y,2,1,346000,Fair,5280,3314 17TH STREET NE,Brookland,Ward 5,NE
1,1,N,3,2,495600,Average,1402,3627 18TH STREET NE,Woodridge,Ward 5,NE
1,0,N,3,2,460000,Average,2974,1909 OTIS STREET NE,Woodridge,Ward 5,NE
1,1,N,3,2,467000,Average,8200,1536 DOUGLAS STREET NE,Woodridge,Ward 5,NE
1,0,Y,3,2,408500,Good,4599,4419 19TH PLACE NE,Michigan Park,Ward 5,NE
1,0,N,2,2,425000,Average,1650,1112 STAPLES STREET NE,Trinidad,Ward 5,NE
3,0,N,5,2,643622,Average,2888,1120 ORREN STREET NE,Trinidad,Ward 5,NE
2,0,Y,3,2,660000,Average,2778,1403 MORSE STREET NE,Trinidad,Ward 5,NE
2,1,Y,3,2,605000,Average,4650,1712 MONROE STREET NE,Brookland,Ward 5,NE
1,1,N,3,2,470400,Average,1649,3504 18TH STREET NE,Brookland,Ward 5,NE
2,1,Y,3,1,386340,Average,5056,4431 19TH STREET NE,Michigan Park,Ward 5,NE
2,0,Y,3,1,500000,Good,6222,4425 19TH PLACE NE,Michigan Park,Ward 5,NE
2,2,N,3,2,356220,Average,4370,1816 VARNUM STREET NE,Michigan Park,Ward 5,NE
3,1,Y,4,2,732500,Very Good,5687,2121 QUINCY STREET NE,Michigan Park,Ward 5,NE
1,1,Y,3,2,400000,Average,5396,1115 HAMILTON STREET NE,Riggs Park,Ward 5,NE
1,0,N,3,2,321000,Average,1262,2225 15TH STREET NE,Brentwood,Ward 5,NE
3,1,Y,3,2,589000,Very Good,1464,2227 15TH STREET NE,Brentwood,Ward 5,NE
3,1,Y,5,1,910000,Very Good,4730,3905 21ST STREET NE,Michigan Park,Ward 5,NE
4,1,Y,4,3,890000,Very Good,4730,3904 22ND STREET NE,Michigan Park,Ward 5,NE
1,2,Y,3,2,500000,Good,3711,5118 12TH STREET NE,Riggs Park,Ward 5,NE
2,1,Y,3,2,565000,Good,1481,1670 MONTELLO AVENUE NE,Trinidad,Ward 5,NE
1,1,Y,1,1,949500,Average,9468,1613 MONROE STREET NE,Brookland,Ward 5,NE
1,1,N,4,2,535000,Average,3652,4339 SOUTH DAKOTA AVENUE NE,Michigan Park,Ward 5,NE
2,1,Y,3,2,530000,Good,4200,4453 SOUTH DAKOTA AVENUE NE,Michigan Park,Ward 5,NE
1,1,N,3,2,371000,Average,4880,1438 MONTANA AVENUE NE,Woodridge,Ward 5,NE
1,0,Y,3,2,422500,Average,1440,2243 16TH STREET NE,Brentwood,Ward 5,NE
1,1,Y,3,2,728500,Good,1885,1511 TRINIDAD AVENUE NE,Trinidad,Ward 5,NE
1,0,N,3,2,745950,Average,1347,1118 HOLBROOK STREET NE,Trinidad,Ward 5,NE
1,1,Y,3,2,390000,Poor,1403,1108 HOLBROOK STREET NE,Trinidad,Ward 5,NE
2,1,Y,3,2,776000,Very Good,5080,1616 NEWTON STREET NE,Brookland,Ward 5,NE
2,0,Y,3,2,620000,Good,3400,1834 UPSHUR STREET NE,Michigan Park,Ward 5,NE
2,0,Y,3,2,580000,Good,1600,2339 14TH STREET NE,Brentwood,Ward 5,NE
2,0,Y,3,2,365000,Average,1690,2209 14TH STREET NE,Brentwood,Ward 5,NE
1,1,N,3,2,446000,Average,4185,1625 BUCHANAN STREET NE,Riggs Park,Ward 5,NE
1,1,N,3,2,490000,Good,1152,4110 18TH STREET NE,Michigan Park,Ward 5,NE
1,0,Y,3,2,635000,Good,1290,1623 11TH PLACE NE,Trinidad,Ward 5,NE
2,1,Y,3,2,625000,Good,1568,1665 MONTELLO AVENUE NE,Trinidad,Ward 5,NE
2,0,N,2,2,700000,Average,4039,1262 HOLBROOK TERRACE NE,Trinidad,Ward 5,NE
4,0,Y,4,2,745000,Good,3810,1829 MONROE STREET NE,Woodridge,Ward 5,NE
1,1,N,3,2,510000,Average,6143,1725 FRANKLIN STREET NE,Woodridge,Ward 5,NE
1,0,Y,3,2,475000,Average,3448,2834 30TH STREET NE,Woodridge,Ward 5,NE
1,1,N,4,2,527500,Average,9591,2509 BRENTWOOD ROAD NE,Woodridge,Ward 5,NE
1,0,N,4,2,425000,Average,2903,3705 SOUTH DAKOTA AVENUE NE,Michigan Park,Ward 5,NE
2,1,Y,3,2,549000,Average,4218,3722 22ND STREET NE,Michigan Park,Ward 5,NE
3,1,Y,3,2,665000,Very Good,2500,3712 22ND STREET NE,Michigan Park,Ward 5,NE
1,0,N,3,2,450000,Average,9170,3131 NEWTON STREET NE,Woodridge,Ward 5,NE
2,0,N,3,2,375250,Average,5266,2904 CARLTON AVENUE NE,Woodridge,Ward 5,NE
1,1,Y,3,2,425000,Average,4807,3085 CLINTON STREET NE,Woodridge,Ward 5,NE
1,1,Y,3,2,469000,Average,4967,2820 18TH STREET NE,Woodridge,Ward 5,NE
1,1,N,3,2,449000,Average,4819,2901 SOUTH DAKOTA AVENUE NE,Woodridge,Ward 5,NE
2,1,Y,3,2,451500,Average,10724,2933 CARLTON AVENUE NE,Woodridge,Ward 5,NE
2,1,N,3,2,506000,Average,3608,2010 JACKSON STREET NE,Woodridge,Ward 5,NE
2,0,Y,4,2,535000,Good,7275,2007 UPSHUR STREET NE,Michigan Park,Ward 5,NE
1,0,N,4,2,350000,Average,9170,3110 MONROE STREET NE,Woodridge,Ward 5,NE
2,0,Y,3,2,487500,Average,3855,2909 CARLTON AVENUE NE,Woodridge,Ward 5,NE
2,0,Y,4,2,555000,Average,6900,3308 22ND STREET NE,Woodridge,Ward 5,NE
3,0,Y,5,2,595000,Average,3290,3302 24TH STREET NE,Woodridge,Ward 5,NE
3,1,Y,4,2,725000,Very Good,2646,3811 SOUTH DAKOTA AVENUE NE,Michigan Park,Ward 5,NE
2,0,N,2,1,310000,Average,3582,2815 MYRTLE AVENUE NE,Woodridge,Ward 5,NE
2,1,Y,3,2,610000,Very Good,2249,2219 KEARNY STREET NE,Woodridge,Ward 5,NE
1,1,Y,3,2,100857,Average,2581,3812 20TH STREET NE,Michigan Park,Ward 5,NE
1,1,Y,3,2,400000,Average,3204,2823 NEWTON STREET NE,Woodridge,Ward 5,NE
1,0,N,3,2,293000,Fair,5891,2224 PERRY STREET NE,Woodridge,Ward 5,NE
3,0,Y,4,2,680000,Very Good,4840,4852 QUEENS CHAPEL TERRACE NE,Michigan Park,Ward 5,NE
1,0,N,2,1,289750,Average,4888,3010 VISTA STREET NE,Woodridge,Ward 5,NE
3,1,Y,4,2,729000,Very Good,8000,3036 VISTA STREET NE,Woodridge,Ward 5,NE
1,1,N,4,2,500000,Average,1768,3723 18TH STREET NE,Michigan Park,Ward 5,NE
2,0,N,3,2,625800,Good,3083,1832 NEWTON STREET NE,Woodridge,Ward 5,NE
1,0,Y,2,1,294500,Average,4085,3000 YOST PLACE NE,Woodridge,Ward 5,NE
2,1,Y,3,1,390000,Good,4367,3528 SOUTH DAKOTA AVENUE NE,Woodridge,Ward 5,NE
2,1,Y,4,2,460000,Fair,3415,3522 SOUTH DAKOTA AVENUE NE,Woodridge,Ward 5,NE
1,0,N,3,2,507250,Average,3611,2000 MONROE STREET NE,Woodridge,Ward 5,NE
2,0,N,4,2,285000,Average,4914,3005 OTIS STREET NE,Woodridge,Ward 5,NE
2,1,Y,3,2,715000,Average,960,1639 ROSEDALE STREET NE,Old City 1,Ward 6,NE
1,0,N,3,2,392000,Average,960,1661 ROSEDALE STREET NE,Old City 1,Ward 6,NE
1,0,N,2,2,285000,Average,833,2209 DOUGLAS STREET NE,Woodridge,Ward 5,NE
1,0,N,2,1,275000,Average,3990,2217 RAND PLACE NE,Woodridge,Ward 5,NE
1,1,N,3,2,465000,Average,3990,2219 RAND PLACE NE,Woodridge,Ward 5,NE
2,0,N,4,2,375000,Average,4175,2801 CHANNING STREET NE,Woodridge,Ward 5,NE
4,1,Y,4,3,785000,Good,2611,2810 BRENTWOOD ROAD NE,Woodridge,Ward 5,NE
1,1,Y,3,2,469900,Good,1232,1709 LYMAN PLACE NE,Trinidad,Ward 5,NE
1,0,N,3,2,550000,Average,3321,1618 GALES STREET NE,Old City 1,Ward 6,NE
1,0,N,3,2,358300,Average,2400,764 19TH STREET NE,Trinidad,Ward 5,NE
1,0,Y,3,2,575000,Average,1641,510 21ST STREET NE,Old City 1,Ward 7,NE
2,0,N,2,2,600000,Average,2523,559 25TH PLACE NE,Old City 1,Ward 7,NE
1,0,N,2,2,515000,Average,1355,2405 E STREET NE,Old City 1,Ward 7,NE
3,1,Y,4,2,799999,Very Good,4216,3901 20TH STREET NE,Michigan Park,Ward 5,NE
1,0,N,1,2,293000,Average,2961,2006 BUNKER HILL ROAD NE,Michigan Park,Ward 5,NE
2,1,Y,3,2,440000,Good,2660,2522 SOUTH DAKOTA AVENUE NE,Woodridge,Ward 5,NE
1,0,N,2,2,515000,Average,2183,1817 L STREET NE,Trinidad,Ward 5,NE
3,1,Y,4,2,415033,Good,5680,3015 25TH STREET NE,Woodridge,Ward 5,NE
1,0,N,3,2,522000,Average,1744,1931 BENNETT PLACE NE,Trinidad,Ward 5,NE
1,0,Y,4,2,367940,Average,1947,1211 17TH STREET NE,Trinidad,Ward 5,NE
1,1,Y,2,2,540000,Very Good,1857,1829 L STREET NE,Trinidad,Ward 5,NE
3,1,Y,2,2,649000,Good,1464,527 23RD PLACE NE,Old City 1,Ward 7,NE
1,1,N,3,2,540000,Average,1464,551 23RD PLACE NE,Old City 1,Ward 7,NE
1,1,Y,3,2,7576980,Average,1620,725 16TH STREET NE,Old City 1,Ward 6,NE
2,1,Y,2,2,599900,Good,924,601 18TH STREET NE,Old City 1,Ward 6,NE
1,0,N,2,2,485000,Average,923,605 18TH STREET NE,Old City 1,Ward 6,NE
1,0,Y,2,2,415000,Good,756,637 20TH STREET NE,Old City 1,Ward 7,NE
1,0,Y,2,2,390000,Average,756,647 20TH STREET NE,Old City 1,Ward 7,NE
1,0,N,3,2,332750,Average,1372,1707 M STREET NE,Trinidad,Ward 5,NE
1,0,N,3,2,412500,Average,1376,1711 M STREET NE,Trinidad,Ward 5,NE
1,2,N,2,2,599900,Average,1232,1708 LYMAN PLACE NE,Trinidad,Ward 5,NE
1,0,N,3,2,551500,Average,1360,1948 BENNETT PLACE NE,Trinidad,Ward 5,NE
1,0,N,2,2,385000,Average,1360,1930 BENNETT PLACE NE,Trinidad,Ward 5,NE
2,0,Y,3,2,465000,Average,684,1692 KRAMER STREET NE,Old City 1,Ward 6,NE
2,0,Y,3,2,621000,Good,867,1645 KRAMER STREET NE,Old City 1,Ward 6,NE
1,1,Y,2,2,386000,Good,1440,3313 AMES STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,200000,Average,1440,3329 AMES STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,265000,Average,1504,3331 BLAINE STREET NE,Lily Ponds,Ward 7,NE
2,0,Y,2,2,384000,Good,1540,3416 EADS STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,3,2,320000,Average,1474,308 35TH STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,3,2,252550,Average,2862,22 ANACOSTIA ROAD NE,Deanwood,Ward 7,NE
2,0,Y,3,2,380000,Good,2995,18 ANACOSTIA ROAD NE,Deanwood,Ward 7,NE
1,0,Y,3,2,243000,Average,2626,3727 MINNESOTA AVENUE NE,Deanwood,Ward 7,NE
3,1,Y,3,2,830000,Very Good,1283,1708 C STREET NE,Old City 1,Ward 6,NE
1,0,N,2,2,189000,Average,1280,333 36TH STREET NE,Lily Ponds,Ward 7,NE
2,0,N,3,2,324000,Average,3738,3951 BLAINE STREET NE,Deanwood,Ward 7,NE
2,1,N,3,2,410000,Good,4205,3917 BLAINE STREET NE,Deanwood,Ward 7,NE
2,1,Y,3,2,684900,Good,1938,332 20TH STREET NE,Old City 1,Ward 7,NE
2,0,Y,3,2,567380,Good,1597,833 20TH STREET NE,Trinidad,Ward 5,NE
1,0,N,3,2,375000,Average,1597,839 20TH STREET NE,Trinidad,Ward 5,NE
3,1,Y,4,2,750000,Good,4800,2908 26TH STREET NE,Woodridge,Ward 5,NE
1,1,N,3,1,580000,Average,6803,2808 26TH STREET NE,Woodridge,Ward 5,NE
1,0,N,2,2,360000,Average,5635,3215 CENTRAL AVENUE NE,Woodridge,Ward 5,NE
1,0,N,3,2,427500,Average,1232,1725 LYMAN PLACE NE,Trinidad,Ward 5,NE
2,1,Y,2,2,480000,Average,696,714 19TH STREET NE,Old City 1,Ward 6,NE
1,1,Y,2,2,530000,Average,1375,733 18TH STREET NE,Old City 1,Ward 6,NE
2,0,Y,2,2,510000,Very Good,1043,2004 E STREET NE,Old City 1,Ward 7,NE
2,1,N,4,2,648000,Good,4300,4009 20TH STREET NE,Michigan Park,Ward 5,NE
1,0,N,3,2,260000,Average,3123,2612 EVARTS STREET NE,Woodridge,Ward 5,NE
3,1,Y,6,2,940000,Very Good,6000,2809 EVARTS STREET NE,Woodridge,Ward 5,NE
2,1,Y,2,2,550000,Good,1284,1928 E STREET NE,Old City 1,Ward 7,NE
3,1,Y,4,2,750000,Very Good,8120,2641 MYRTLE AVENUE NE,Woodridge,Ward 5,NE
2,0,N,3,2,677000,Average,1933,536 OKLAHOMA AVENUE NE,Old City 1,Ward 7,NE
1,0,N,3,2,325000,Average,1833,532 OKLAHOMA AVENUE NE,Old City 1,Ward 7,NE
1,0,N,3,2,710000,Poor,1888,2027 BENNING ROAD NE,Old City 1,Ward 7,NE
3,1,Y,4,2,755000,Very Good,9623,2141 30TH STREET NE,Woodridge,Ward 5,NE
4,0,Y,6,2,729000,Good,2906,2142 30TH STREET NE,Woodridge,Ward 5,NE
4,0,Y,6,2,849900,Very Good,3399,2966 CARLTON AVENUE NE,Woodridge,Ward 5,NE
1,0,Y,3,2,625000,Average,1232,1769 LYMAN PLACE NE,Trinidad,Ward 5,NE
1,1,Y,3,2,640000,Average,1464,515 23RD PLACE NE,Old City 1,Ward 7,NE
1,0,Y,3,2,357150,Average,1024,1914 ROSEDALE STREET NE,Old City 1,Ward 7,NE
2,0,N,3,2,525000,Average,1910,324 20TH STREET NE,Old City 1,Ward 7,NE
2,0,N,3,2,300000,Average,1540,323 18TH STREET NE,Old City 1,Ward 6,NE
1,0,N,2,2,205000,Average,1264,308 34TH STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,235000,Average,1152,3342 CLAY PLACE NE,Lily Ponds,Ward 7,NE
1,0,N,1,2,230000,Average,1152,3332 CLAY PLACE NE,Lily Ponds,Ward 7,NE
2,2,Y,3,2,726000,Good,1472,1523 ISHERWOOD STREET NE,Old City 1,Ward 6,NE
1,0,Y,2,2,350000,Good,1440,212 34TH STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,3,2,350000,Good,1672,3358 BLAINE STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,325000,Average,1672,3330 BLAINE STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,3,2,220000,Average,1369,3733 MINNESOTA AVENUE NE,Deanwood,Ward 7,NE
1,1,Y,3,2,683000,Average,1840,427 19TH STREET NE,Old City 1,Ward 7,NE
3,1,Y,4,2,820000,Very Good,4250,3005 26TH STREET NE,Woodridge,Ward 5,NE
1,0,N,2,2,230000,Average,1504,3347 BLAINE STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,2,2,346000,Good,1280,409 36TH STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,460000,Average,1725,446 20TH STREET NE,Old City 1,Ward 7,NE
1,1,Y,3,1,225000,Average,3132,153 ANACOSTIA AVENUE NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,195000,Average,3169,152 33RD STREET NE,Lily Ponds,Ward 7,NE
2,1,Y,3,2,376500,Good,1600,148 33RD STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,200000,Average,1600,130 33RD STREET NE,Lily Ponds,Ward 7,NE
2,0,Y,2,2,229900,Average,1600,120 33RD STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,280000,Average,1504,3385 BLAINE STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,3,2,188852,Average,1710,3443 EADS STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,3,2,235000,Good,1698,136 36TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,3,2,265000,Average,1789,120 36TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,3,2,185000,Average,1812,116 36TH STREET NE,Deanwood,Ward 7,NE
3,1,Y,3,2,675000,Good,1556,552 23RD PLACE NE,Old City 1,Ward 7,NE
2,1,Y,3,2,410000,Good,1510,3455 EADS STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,3,2,243000,Average,1581,123 36TH STREET NE,Deanwood,Ward 7,NE
3,1,Y,4,2,730000,Very Good,1540,329 18TH PLACE NE,Old City 1,Ward 6,NE
2,1,Y,3,2,415000,Good,3941,3945 AMES STREET NE,Deanwood,Ward 7,NE
1,1,Y,3,2,283100,Average,3941,3957 AMES STREET NE,Deanwood,Ward 7,NE
1,2,N,3,2,251000,Average,3706,3974 EAST CAPITOL STREET NE,Deanwood,Ward 7,NE
3,1,Y,3,2,730000,Very Good,1464,518 23RD PLACE NE,Old City 1,Ward 7,NE
1,0,N,2,2,500000,Average,1384,1766 E STREET NE,Old City 1,Ward 6,NE
1,0,Y,2,2,280000,Good,1760,156 35TH STREET NE,Deanwood,Ward 7,NE
1,0,N,3,2,311500,Average,1492,213 33RD STREET NE,Lily Ponds,Ward 7,NE
2,0,Y,2,2,416500,Good,1556,258 33RD STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,190650,Average,1628,232 33RD STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,3,2,311000,Average,1834,418 21ST STREET NE,Old City 1,Ward 7,NE
3,1,Y,3,2,822000,Very Good,1440,1604 C STREET NE,Old City 1,Ward 6,NE
2,2,Y,3,2,780000,Very Good,1743,1631 D STREET NE,Old City 1,Ward 6,NE
2,1,Y,3,2,777000,Good,2125,1714 D STREET NE,Old City 1,Ward 6,NE
2,0,Y,2,2,315999,Good,1504,3328 ALDEN PLACE NE,Lily Ponds,Ward 7,NE
1,0,Y,2,1,542000,Good,3936,2610 HAMLIN STREET NE,Woodridge,Ward 5,NE
1,0,N,3,2,143000,Average,1152,3321 DIX STREET NE,Lily Ponds,Ward 7,NE
2,0,Y,2,2,400000,Good,1474,309 35TH STREET NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,285000,Average,1711,3445 CLAY STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,175000,Average,1152,3343 CLAY PLACE NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,150000,Average,1760,104 35TH STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,227000,Good,1760,28 35TH STREET NE,Deanwood,Ward 7,NE
1,0,Y,3,2,298697,Good,1760,26 35TH STREET NE,Deanwood,Ward 7,NE
1,1,N,3,2,510000,Average,2125,1704 D STREET NE,Old City 1,Ward 6,NE
1,1,N,3,2,625000,Average,1575,339 17TH PLACE NE,Old City 1,Ward 6,NE
1,0,Y,2,2,422000,Average,1600,218 33RD STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,3,2,405000,Good,4000,3805 BLAINE STREET NE,Deanwood,Ward 7,NE
1,1,N,3,2,235000,Average,4000,3809 BLAINE STREET NE,Deanwood,Ward 7,NE
1,0,N,2,2,485000,Average,2405,1511 GALES STREET NE,Old City 1,Ward 6,NE
2,1,Y,2,2,399000,Good,1604,119 33RD STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,326000,Good,2918,246 34TH STREET NE,Lily Ponds,Ward 7,NE
3,1,Y,4,2,850000,Very Good,2340,328 16TH STREET NE,Old City 1,Ward 6,NE
1,1,Y,3,2,636000,Average,1040,1607 GALES STREET NE,Old City 1,Ward 6,NE
2,1,Y,3,2,674900,Good,1040,1625 GALES STREET NE,Old City 1,Ward 6,NE
1,0,N,3,2,200000,Average,1711,3453 CLAY STREET NE,Lily Ponds,Ward 7,NE
1,1,Y,2,2,331140,Good,1152,3351 CLAY PLACE NE,Lily Ponds,Ward 7,NE
1,0,N,2,2,259000,Average,1152,3357 CLAY PLACE NE,Lily Ponds,Ward 7,NE
2,0,Y,2,2,405000,Good,2000,405 34TH STREET NE,Lily Ponds,Ward 7,NE
1,0,Y,2,2,170000,Average,1678,182 35TH STREET NE,Deanwood,Ward 7,NE
1,1,Y,2,2,507000,Very Good,600,1638 KRAMER STREET NE,Old City 1,Ward 6,NE
1,1,N,3,2,757000,Average,1440,1729 D STREET NE,Old City 1,Ward 6,NE
